Mid,T1name,T2name,T1logo,T2logo,Mstatus,T1score,T2score,Mdate,Mtime,Mtour,Mtypes,WR,FB,F10,WR2,FB2,F102,P11,P12,P13,P14,P15,P21,P22,P23,P24,P25,P11_photo,P12_photo,P13_photo,P14_photo,P15_photo,P21_photo,P22_photo,P23_photo,P24_photo,P25_photo,P11_score,P12_score,P13_score,P14_score,P15_score,P21_score,P22_score,P23_score,P24_score,P25_score,TIME,Video
372603,Playing Ducks,Team Destiny,https://ru.dltv.org/storage/app/uploads/public/611/792/76d/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/699/0d7/b05/thumb__100_100_0_0_auto.png,Live,0,1,2020-05-20,22:30:00,ESL Meisterschaft 2020 Season 1,Best of 2,0%,0%,0%,0%,0%,0%,,,,,,,,,,,https://ru.dltv.org/storage/app/uploads/public/ad5/605/721/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/ad5/605/721/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/ad5/605/721/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/ad5/605/721/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/ad5/605/721/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/ad5/605/721/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/ad5/605/721/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/ad5/605/721/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/ad5/605/721/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/ad5/605/721/thumb__300_300_0_0_auto.jpg,-,-,-,-,-,-,-,-,-,-,2020-05-20 22:30:00+03:00,shokztv
371961,Let's Have Fun,KVP,https://ru.dltv.org/storage/app/uploads/public/268/288/640/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/268/288/640/thumb__100_100_0_0_auto.png,Live,1,0,2020-05-20,23:00:00,Epulze Global Dota 2 League: Europe Division 1,Best of 2,25%,25%,33%,68%,52%,48%,eL lisash,Exotic_Deer,PierdolonyPies,Molexツ,Jacob^,GOD,PosingAsMe,Funkefal,coblack,Scy,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,449,200,1332,-,-,-,470,182,154,-,2020-05-20 23:00:00+03:00,canko
372604,Thunder Predator,Team Unknown,https://ru.dltv.org/storage/app/uploads/public/203/42b/153/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/77f/a71/03a/thumb__100_100_0_0_auto.png,Live,1,0,2020-05-21,00:50:00,Movistar Liga Pro Gaming  Season 4,Best of 3,65%,57%,66%,48%,55%,51%,Leostyle-,MNZ,Matthew~,Mjz,Frank,Wij,greeDy,Robo-Z,Tiares,#RoyMeLlegaAlPincho,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/d9b/2a8/2fb/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/dd4/633/3d1/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,66,10,105,90,15,262,262,-,83,-,2020-05-21 00:50:00+03:00,icenice116
372605,Infamous,0-900,https://ru.dltv.org/storage/app/uploads/public/a97/ae9/8a2/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/0e4/a55/836/thumb__100_100_0_0_auto.png,Live,1,1,2020-05-21,03:50:00,Movistar Liga Pro Gaming  Season 4,Best of 3,49%,50%,48%,60%,54%,55%,p4pita,`Accelgd,kxy-,pakazs,Michael-,SmAsH,DarkMago♥,,,,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/ad5/605/721/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/ad5/605/721/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/ad5/605/721/thumb__300_300_0_0_auto.jpg,156,96,37,18,195,71,46,-,-,-,2020-05-21 03:50:00+03:00,icenice116
372656,StarLucK.Fly,Elephant,https://ru.dltv.org/storage/app/uploads/public/32f/6c1/a6e/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/97e/46a/ed7/thumb__100_100_0_0_auto.png,Live,0,1,2020-05-21,06:00:00,Stella Cup,Best of 3,56%,46%,48%,31%,51%,55%,sss,xxx,Drink,falling,AYUNiD,Lsr,pp,朴宝英,King Engine,天神下凡,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,1971,254,-,198,-,-,991,658,344,-,2020-05-21 06:00:00+03:00,jackhard
372656,StarLucK.Fly,Elephant,https://ru.dltv.org/storage/app/uploads/public/32f/6c1/a6e/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/97e/46a/ed7/thumb__100_100_0_0_auto.png,Live,0,1,2020-05-21,06:00:00,Stella Cup,Best of 3,56%,46%,48%,31%,51%,55%,sss,xxx,Drink,falling,AYUNiD,Lsr,pp,朴宝英,King Engine,天神下凡,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,1971,254,-,198,-,-,991,658,344,-,2020-05-21 06:00:00+03:00,jackhard
372439,StarLucK.Fly,Clcombat,https://ru.dltv.org/storage/app/uploads/public/32f/6c1/a6e/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/5ff/836/87e/thumb__100_100_0_0_auto.png,Live,0,1,2020-05-21,06:00:00,Huya World E-sports Legendary League: China Qualifier,Best of 3,56%,46%,48%,55%,64%,61%,sss,xxx,Drink,falling,AYUNiD,Iroha,OLAOLA,killa4nia,夢灯笼,·_·,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,1971,254,-,198,-,637,270,-,-,402,2020-05-21 06:00:00+03:00,pro_cast2
371977,KVP,No Bounty Hunter,https://ru.dltv.org/storage/app/uploads/public/268/288/640/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/a68/06c/3b0/thumb__100_100_0_0_auto.png,Live,0,1,2020-05-20,19:45:00,Epulze Global Dota 2 League: Europe Division 1,Best of 2,68%,52%,48%,34%,39%,26%,GOD,PosingAsMe,Funkefal,coblack,Scy,Flash,xxxBliNcc,Ar1se,suntnebun,kAAN,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/fea/c77/e40/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,-,470,182,154,-,516,492,773,597,618,2020-05-20 19:45:00+03:00,infibash
372439,StarLucK.Fly,Clcombat,https://ru.dltv.org/storage/app/uploads/public/32f/6c1/a6e/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/5ff/836/87e/thumb__100_100_0_0_auto.png,Live,0,1,2020-05-21,06:00:00,Huya World E-sports Legendary League: China Qualifier,Best of 3,56%,46%,48%,55%,64%,61%,sss,xxx,Drink,falling,AYUNiD,Iroha,OLAOLA,killa4nia,夢灯笼,·_·,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,1971,254,-,198,-,637,270,-,-,402,2020-05-21 06:00:00+03:00,pro_cast2
372461,Team Impunity,Neon Esports,https://ru.dltv.org/storage/app/uploads/public/6bb/3cb/ac3/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/d99/a95/8dc/thumb__100_100_0_0_auto.png,Live,1,1,2020-05-21,06:00:00,SDI SEA Schedule,Best of 3,58%,55%,57%,57%,53%,54%,Red,Alohaa,Killua,Bombi,hehehe,Luciano,Jaunuel,Sirc,PlayHard-,Yopaj,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,-,-,9,100,-,-,112,69,10,27,2020-05-21 06:00:00+03:00,godhunt
372649,Typhoon E-Sports,Elephant,https://ru.dltv.org/storage/app/uploads/public/887/46a/a42/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/97e/46a/ed7/thumb__100_100_0_0_auto.png,Live,0,1,2020-05-21,09:00:00,Stella Cup,Best of 3,45%,45%,46%,31%,51%,55%,Azreal,Yci,DLD,粉刷匠,-w-,Lsr,pp,朴宝英,King Engine,天神下凡,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,199,-,-,128,-,-,991,658,344,-,2020-05-21 09:00:00+03:00,jackhard
372440,Aster.Aries,Ocean,https://ru.dltv.org/storage/app/uploads/public/ef3/7d1/960/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/ddb/f51/e19/thumb__100_100_0_0_auto.png,Live,1,0,2020-05-21,09:00:00,Huya World E-sports Legendary League: China Qualifier,Best of 3,45%,47%,48%,57%,55%,58%,Rico,Lww,7e,生死,harutya,Fame,Xmy,Ola,zc,MasteR.,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,186,290,274,33,260,157,357,174,102,-,2020-05-21 09:00:00+03:00,pro_cast2
372472,Execration,T1,https://ru.dltv.org/storage/app/uploads/public/a5f/e2d/e07/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/0f9/42d/c38/thumb__100_100_0_0_auto.png,Live,1,1,2020-05-21,09:00:00,SDI SEA Schedule,Best of 3,48%,57%,44%,51%,40%,49%,Benhur,Bhm,Rr,yaha,Palos,FiXeRs,FoREv,Meracle,Jhocam,poloson,https://ru.dltv.org/storage/app/uploads/public/abd/df6/d1e/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/f23/121/499/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/66a/fcf/765/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,292,408,243,302,28,-,21,-,37,-,2020-05-21 09:00:00+03:00,godhunt
372553,Team Ethereal,Team Brave,https://ru.dltv.org/storage/app/uploads/public/b10/c86/82c/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/01d/ba7/3b0/thumb__100_100_0_0_auto.png,Live,1,1,2020-05-21,05:30:00,Asia Challenger League Season 9,Best of 3,50%,51%,52%,48%,51%,48%,ran,binur,pipima,ppor,K1SSSSS,pandapia,Alan,3154,Airwings,iLLusion,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,-,-,-,-,-,-,-,-,-,-,2020-05-21 05:30:00+03:00,m3traneo
372537,Immortal Gaming,Vampire Gaming,https://ru.dltv.org/storage/app/uploads/public/c3e/ac4/df1/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/049/9da/6f4/thumb__100_100_0_0_auto.png,Finished,0,2,2020-05-21,08:30:00,Asia Challenger League Season 9,Best of 3,50%,47%,50%,48%,50%,50%,sohaya,ZUMA,ROLLER,AMG63,DDD,byccc,buller,MAKENNICO,masclot,OMAN,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,-,-,-,-,2921,-,1398,-,-,-,2020-05-21 08:30:00+03:00,m3traneo
372440,Aster.Aries,Ocean,https://ru.dltv.org/storage/app/uploads/public/ef3/7d1/960/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/ddb/f51/e19/thumb__100_100_0_0_auto.png,Live,1,0,2020-05-21,09:00:00,Huya World E-sports Legendary League: China Qualifier,Best of 3,45%,47%,48%,57%,55%,58%,Rico,Lww,7e,生死,harutya,Fame,Xmy,Ola,zc,MasteR.,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,186,290,274,33,260,157,357,174,102,-,2020-05-21 09:00:00+03:00,pro_cast2
372472,Execration,T1,https://ru.dltv.org/storage/app/uploads/public/a5f/e2d/e07/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/0f9/42d/c38/thumb__100_100_0_0_auto.png,Live,1,1,2020-05-21,09:00:00,SDI SEA Schedule,Best of 3,48%,57%,44%,51%,40%,49%,Benhur,Bhm,Rr,yaha,Palos,FiXeRs,FoREv,Meracle,Jhocam,poloson,https://ru.dltv.org/storage/app/uploads/public/abd/df6/d1e/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/f23/121/499/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/66a/fcf/765/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,292,408,243,302,28,-,21,-,37,-,2020-05-21 09:00:00+03:00,godhunt
